amc,folio,pan,scheme,advisor,rta,amfi,date,description,amount,units,nav,balance,type,dividend
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,21-Jul-2017,Purchase - SIP,5000.0,164.332,30.4261,13465.092,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,20-Aug-2017,Purchase - SIP,5000.0,164.027,30.4828,13629.12,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,19-Sep-2017,Purchase - SIP,5000.0,162.96,30.6824,13792.079,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,19-Oct-2017,Purchase - SIP,5000.0,163.659,30.5514,13955.738,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,19-Oct-2017,Redemption,-85273.37,-2791.148,30.5514,11164.59,REDEMPTION,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,18-Nov-2017,Purchase - SIP,5000.0,159.528,31.3424,11324.119,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,18-Nov-2017,STAMP DUTY,2.5,0.0,,11324.119,STAMP_DUTY,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,18-Dec-2017,Purchase - SIP,5000.0,155.355,32.1843,11479.474,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,18-Dec-2017,STT TAX,2.5,0.0,,11479.474,STT_TAX,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,17-Jan-2018,Purchase - SIP,5000.0,152.976,32.6849,11632.449,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,17-Jan-2018,STAMP DUTY,2.5,0.0,,11632.449,STAMP_DUTY,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,16-Feb-2018,Purchase - SIP,5000.0,149.288,33.4922,11781.738,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,18-Mar-2018,Purchase - SIP,5000.0,149.265,33.4974,11931.003,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,17-Apr-2018,Purchase - SIP,5000.0,149.648,33.4118,12080.65,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,17-May-2018,Purchase - SIP,5000.0,149.807,33.3763,12230.457,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,16-Jun-2018,Purchase - SIP,5000.0,150.69,33.1808,12381.147,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,16-Jul-2018,Purchase - SIP,5000.0,150.031,33.3264,12531.178,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,15-Aug-2018,Purchase - SIP,5000.0,149.49,33.4471,12680.668,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,14-Sep-2018,Purchase - SIP,5000.0,151.089,33.0931,12831.757,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,14-Oct-2018,Purchase - SIP,5000.0,149.868,33.3626,12981.625,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,13-Nov-2018,Purchase - SIP,5000.0,147.502,33.8978,13129.127,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,13-Dec-2018,Purchase - SIP,5000.0,147.362,33.9301,13276.489,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,12-Jan-2019,Purchase - SIP,5000.0,149.909,33.3536,13426.398,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,12-Jan-2019,STT TAX,2.5,0.0,,13426.398,STT_TAX,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,11-Feb-2019,Purchase - SIP,5000.0,146.422,34.1479,13572.82,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,13-Mar-2019,Purchase - SIP,5000.0,142.196,35.1628,13715.015,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,13-Mar-2019,Dividend Paid,6857.51,0.0,,13715.015,DIVIDEND_PAYOUT,6857.51
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,12-Apr-2019,Purchase - SIP,5000.0,143.971,34.7291,13858.986,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,12-May-2019,Purchase - SIP,5000.0,143.225,34.9101,14002.212,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,11-Jun-2019,Purchase - SIP,5000.0,141.078,35.4413,14143.29,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,11-Jul-2019,Purchase - SIP,5000.0,140.418,35.6081,14283.708,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,11-Jul-2019,Redemption,-101723.01,-2856.742,35.6081,11426.966,REDEMPTION,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,10-Aug-2019,Purchase - SIP,5000.0,142.227,35.1551,11569.193,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,10-Aug-2019,STT TAX,2.5,0.0,,11569.193,STT_TAX,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,09-Sep-2019,Purchase - SIP,5000.0,143.217,34.912,11712.41,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,09-Oct-2019,Purchase - SIP,5000.0,140.709,35.5342,11853.119,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,09-Oct-2019,STT TAX,2.5,0.0,,11853.119,STT_TAX,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,08-Nov-2019,Purchase - SIP,5000.0,140.727,35.5297,11993.847,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,08-Nov-2019,STT TAX,2.5,0.0,,11993.847,STT_TAX,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,08-Dec-2019,Purchase - SIP,5000.0,143.258,34.902,12137.105,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,07-Jan-2020,Purchase - SIP,5000.0,142.772,35.0209,12279.877,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,07-Jan-2020,STT TAX,2.5,0.0,,12279.877,STT_TAX,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,06-Feb-2020,Purchase - SIP,5000.0,141.503,35.3349,12421.38,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,07-Mar-2020,Purchase - SIP,5000.0,142.57,35.0706,12563.95,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,06-Apr-2020,Purchase - SIP,5000.0,142.765,35.0225,12706.715,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,06-May-2020,Purchase - SIP,5000.0,142.185,35.1655,12848.9,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,05-Jun-2020,Purchase - SIP,5000.0,141.096,35.4369,12989.995,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,05-Jul-2020,Purchase - SIP,5000.0,143.282,34.8963,13133.277,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,04-Aug-2020,Purchase - SIP,5000.0,140.431,35.6046,13273.709,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,03-Sep-2020,Purchase - SIP,5000.0,137.778,36.2903,13411.487,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,03-Oct-2020,Purchase - SIP,5000.0,135.534,36.891,13547.021,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,02-Nov-2020,Purchase - SIP,5000.0,135.798,36.8194,13682.819,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,02-Dec-2020,Purchase - SIP,5000.0,137.371,36.3977,13820.19,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,01-Jan-2021,Purchase - SIP,5000.0,137.957,36.2432,13958.147,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,31-Jan-2021,Purchase - SIP,5000.0,137.346,36.4043,14095.494,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,02-Mar-2021,Purchase - SIP,5000.0,134.329,37.2222,14229.822,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,01-Apr-2021,Purchase - SIP,5000.0,130.881,38.2025,14360.704,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,01-May-2021,Purchase - SIP,5000.0,131.793,37.9384,14492.496,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,31-May-2021,Purchase - SIP,5000.0,133.927,37.3337,14626.423,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,30-Jun-2021,Purchase - SIP,5000.0,136.16,36.7214,14762.584,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,30-Jun-2021,STT TAX,2.5,0.0,,14762.584,STT_TAX,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,30-Jul-2021,Purchase - SIP,5000.0,135.171,36.9901,14897.755,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,29-Aug-2021,Purchase - SIP,5000.0,131.444,38.0391,15029.199,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,28-Sep-2021,Purchase - SIP,5000.0,132.718,37.674,15161.916,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,28-Oct-2021,Purchase - SIP,5000.0,129.597,38.5811,15291.513,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,27-Nov-2021,Purchase - SIP,5000.0,129.701,38.5502,15421.215,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,27-Dec-2021,Purchase - SIP,5000.0,126.797,39.4332,15548.011,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,26-Jan-2022,Purchase - SIP,5000.0,128.676,38.8572,15676.687,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,25-Feb-2022,Purchase - SIP,5000.0,128.196,39.0028,15804.883,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,27-Mar-2022,Purchase - SIP,5000.0,125.74,39.7647,15930.623,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,26-Apr-2022,Purchase - SIP,5000.0,127.149,39.3241,16057.771,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,26-May-2022,Purchase - SIP,5000.0,124.074,40.2987,16181.845,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,26-May-2022,STT TAX,2.5,0.0,,16181.845,STT_TAX,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,25-Jun-2022,Purchase - SIP,5000.0,121.184,41.2594,16303.029,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,25-Jul-2022,Purchase - SIP,5000.0,120.045,41.6512,16423.074,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,25-Jul-2022,STAMP DUTY,2.5,0.0,,16423.074,STAMP_DUTY,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,25-Jul-2022,Dividend Paid,8211.54,0.0,,16423.074,DIVIDEND_PAYOUT,8211.54
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,24-Aug-2022,Purchase - SIP,5000.0,121.187,41.2586,16544.261,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,23-Sep-2022,Purchase - SIP,5000.0,118.994,42.019,16663.254,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,23-Sep-2022,STAMP DUTY,2.5,0.0,,16663.254,STAMP_DUTY,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,23-Oct-2022,Purchase - SIP,5000.0,120.763,41.4035,16784.017,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,23-Oct-2022,STT TAX,2.5,0.0,,16784.017,STT_TAX,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,22-Nov-2022,Purchase - SIP,5000.0,122.455,40.8313,16906.472,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,22-Dec-2022,Purchase - SIP,5000.0,122.731,40.7396,17029.203,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,21-Jan-2023,Purchase - SIP,5000.0,121.702,41.084,17150.904,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,20-Feb-2023,Purchase - SIP,5000.0,124.044,40.3082,17274.949,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,20-Feb-2023,STT TAX,2.5,0.0,,17274.949,STT_TAX,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,22-Mar-2023,Purchase - SIP,5000.0,125.738,39.7651,17400.687,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,21-Apr-2023,Purchase - SIP,5000.0,126.639,39.4824,17527.326,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,21-May-2023,Purchase - SIP,5000.0,126.174,39.6279,17653.5,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,20-Jun-2023,Purchase - SIP,5000.0,127.633,39.1747,17781.133,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,20-Jul-2023,Purchase - SIP,5000.0,124.459,40.1738,17905.592,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,19-Aug-2023,Purchase - SIP,5000.0,126.526,39.5174,18032.119,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,18-Sep-2023,Purchase - SIP,5000.0,123.869,40.3653,18155.987,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,18-Oct-2023,Purchase - SIP,5000.0,121.691,41.0878,18277.678,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,17-Nov-2023,Purchase - SIP,5000.0,122.099,40.9502,18399.777,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,17-Dec-2023,Purchase - SIP,5000.0,123.938,40.3428,18523.715,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,17-Dec-2023,STT TAX,2.5,0.0,,18523.715,STT_TAX,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,17-Dec-2023,Dividend Paid,9261.86,0.0,,18523.715,DIVIDEND_PAYOUT,9261.86
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,16-Jan-2024,Purchase - SIP,5000.0,122.613,40.7787,18646.328,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,15-Feb-2024,Purchase - SIP,5000.0,125.095,39.9696,18771.423,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,16-Mar-2024,Purchase - SIP,5000.0,122.619,40.7767,18894.042,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,15-Apr-2024,Purchase - SIP,5000.0,124.068,40.3005,19018.11,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,15-May-2024,Purchase - SIP,5000.0,125.875,39.7219,19143.985,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,14-Jun-2024,Purchase - SIP,5000.0,125.836,39.7342,19269.822,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,14-Jul-2024,Purchase - SIP,5000.0,123.609,40.45,19393.431,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,13-Aug-2024,Purchase - SIP,5000.0,123.991,40.3255,19517.422,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,13-Aug-2024,STAMP DUTY,2.5,0.0,,19517.422,STAMP_DUTY,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,12-Sep-2024,Purchase - SIP,5000.0,121.319,41.2136,19638.741,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,12-Oct-2024,Purchase - SIP,5000.0,118.652,42.14,19757.393,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,12-Oct-2024,STAMP DUTY,2.5,0.0,,19757.393,STAMP_DUTY,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,11-Nov-2024,Purchase - SIP,5000.0,119.714,41.7661,19877.107,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,11-Dec-2024,Purchase - SIP,5000.0,119.341,41.8967,19996.448,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,11-Dec-2024,STT TAX,2.5,0.0,,19996.448,STT_TAX,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,10-Jan-2025,Purchase - SIP,5000.0,116.373,42.9653,20112.821,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,09-Feb-2025,Purchase - SIP,5000.0,116.594,42.8838,20229.416,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,11-Mar-2025,Purchase - SIP,5000.0,117.731,42.4699,20347.146,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,10-Apr-2025,Purchase - SIP,5000.0,117.767,42.4566,20464.913,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,10-Apr-2025,STAMP DUTY,2.5,0.0,,20464.913,STAMP_DUTY,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,10-May-2025,Purchase - SIP,5000.0,115.415,43.3221,20580.328,PURCHASE_SIP,
HDFC Mutual Fund,BBBB9990,BBBBB2222B,HDFC Flexi Cap Fund - Direct Plan - Growth,DIRECT,CAMS,119062,09-Jun-2025,Purchase - SIP,5000.0,115.773,43.1878,20696.101,PURCHASE_SIP,
